[2026-02-21 00:02:00] CHECKING Ruleta Latina: Threshold=10 Delays={'docena_1': 1, 'docena_2': 4, 'docena_3': 0, 'columna_1': 0, 'columna_2': 4, 'columna_3': 1}
[2026-02-21 01:07:37] CHECKING Roulette 2 Extra Time: Threshold=10 Delays={'docena_1': 1, 'docena_2': 6, 'docena_3': 0, 'columna_1': 0, 'columna_2': 1, 'columna_3': 2}
[2026-02-21 01:07:37] Roulette 2 Extra Time Delays={'docena_1': 1, 'docena_2': 6, 'docena_3': 0, 'columna_1': 0, 'columna_2': 1, 'columna_3': 2} TH=10
[2026-02-21 01:07:41] CHECKING Ruleta Latina: Threshold=10 Delays={'docena_1': 2, 'docena_2': 3, 'docena_3': 0, 'columna_1': 1, 'columna_2': 0, 'columna_3': 3}
[2026-02-21 01:07:41] Ruleta Latina Delays={'docena_1': 2, 'docena_2': 3, 'docena_3': 0, 'columna_1': 1, 'columna_2': 0, 'columna_3': 3} TH=10
[2026-02-21 01:07:41] CHECKING Mega Roulette: Threshold=10 Delays={'docena_1': 0, 'docena_2': 1, 'docena_3': 2, 'columna_1': 2, 'columna_2': 3, 'columna_3': 0}
[2026-02-21 01:07:41] Mega Roulette Delays={'docena_1': 0, 'docena_2': 1, 'docena_3': 2, 'columna_1': 2, 'columna_2': 3, 'columna_3': 0} TH=10
[2026-02-21 01:07:49] CHECKING Roulette 1: Threshold=10 Delays={'docena_1': 0, 'docena_2': 2, 'docena_3': 6, 'columna_1': 2, 'columna_2': 1, 'columna_3': 0}
[2026-02-21 01:07:49] Roulette 1 Delays={'docena_1': 0, 'docena_2': 2, 'docena_3': 6, 'columna_1': 2, 'columna_2': 1, 'columna_3': 0} TH=10
[2026-02-21 01:07:52] CHECKING Lucky 6 Roulette: Threshold=10 Delays={'docena_1': 5, 'docena_2': 1, 'docena_3': 0, 'columna_1': 6, 'columna_2': 3, 'columna_3': 0}
[2026-02-21 01:07:52] Lucky 6 Roulette Delays={'docena_1': 5, 'docena_2': 1, 'docena_3': 0, 'columna_1': 6, 'columna_2': 3, 'columna_3': 0} TH=10
[2026-02-21 01:07:56] CHECKING Roulette 3: Threshold=10 Delays={'docena_1': 0, 'docena_2': 3, 'docena_3': 10, 'columna_1': 0, 'columna_2': 2, 'columna_3': 3}
   >>> SENT ALERT for docena_3 (Delay 10)
[2026-02-21 01:07:58] Roulette 3 Delays={'docena_1': 0, 'docena_2': 3, 'docena_3': 10, 'columna_1': 0, 'columna_2': 2, 'columna_3': 3} TH=10
[2026-02-21 01:08:01] CHECKING Auto Roulette: Threshold=10 Delays={'docena_1': 7, 'docena_2': 0, 'docena_3': 3, 'columna_1': 1, 'columna_2': 0, 'columna_3': 8}
[2026-02-21 01:08:01] Auto Roulette Delays={'docena_1': 7, 'docena_2': 0, 'docena_3': 3, 'columna_1': 1, 'columna_2': 0, 'columna_3': 8} TH=10
[2026-02-21 01:08:05] CHECKING Roulette Macao: Threshold=10 Delays={'docena_1': 0, 'docena_2': 1, 'docena_3': 7, 'columna_1': 0, 'columna_2': 1, 'columna_3': 9}
[2026-02-21 01:08:05] Roulette Macao Delays={'docena_1': 0, 'docena_2': 1, 'docena_3': 7, 'columna_1': 0, 'columna_2': 1, 'columna_3': 9} TH=10
[2026-02-21 01:08:06] CHECKING Brazilian Mega Roulette: Threshold=10 Delays={'docena_1': 2, 'docena_2': 0, 'docena_3': 5, 'columna_1': 8, 'columna_2': 2, 'columna_3': 0}
[2026-02-21 01:08:06] Brazilian Mega Roulette Delays={'docena_1': 2, 'docena_2': 0, 'docena_3': 5, 'columna_1': 8, 'columna_2': 2, 'columna_3': 0} TH=10
[2026-02-21 01:08:10] CHECKING Brazilian Roulette: Threshold=10 Delays={'docena_1': 3, 'docena_2': 4, 'docena_3': 0, 'columna_1': 1, 'columna_2': 0, 'columna_3': 2}
[2026-02-21 01:08:10] Brazilian Roulette Delays={'docena_1': 3, 'docena_2': 4, 'docena_3': 0, 'columna_1': 1, 'columna_2': 0, 'columna_3': 2} TH=10
[2026-02-21 01:08:15] CHECKING Ruleta Latina: Threshold=10 Delays={'docena_1': 0, 'docena_2': 4, 'docena_3': 1, 'columna_1': 0, 'columna_2': 1, 'columna_3': 4}
[2026-02-21 01:08:15] Ruleta Latina Delays={'docena_1': 0, 'docena_2': 4, 'docena_3': 1, 'columna_1': 0, 'columna_2': 1, 'columna_3': 4} TH=10
[2026-02-21 01:08:19] CHECKING Roulette 2 Extra Time: Threshold=10 Delays={'docena_1': 2, 'docena_2': 7, 'docena_3': 0, 'columna_1': 1, 'columna_2': 0, 'columna_3': 3}
[2026-02-21 01:08:19] Roulette 2 Extra Time Delays={'docena_1': 2, 'docena_2': 7, 'docena_3': 0, 'columna_1': 1, 'columna_2': 0, 'columna_3': 3} TH=10
[2026-02-21 01:08:22] CHECKING Mega Roulette: Threshold=10 Delays={'docena_1': 1, 'docena_2': 0, 'docena_3': 3, 'columna_1': 0, 'columna_2': 4, 'columna_3': 1}
[2026-02-21 01:08:22] Mega Roulette Delays={'docena_1': 1, 'docena_2': 0, 'docena_3': 3, 'columna_1': 0, 'columna_2': 4, 'columna_3': 1} TH=10
[2026-02-21 01:09:13] CHECKING Ruleta Latina: Threshold=10 Delays={'docena_1': 1, 'docena_2': 0, 'docena_3': 2, 'columna_1': 0, 'columna_2': 2, 'columna_3': 5}
[2026-02-21 01:09:13] Ruleta Latina Delays={'docena_1': 1, 'docena_2': 0, 'docena_3': 2, 'columna_1': 0, 'columna_2': 2, 'columna_3': 5} TH=10
[2026-02-21 01:09:14] CHECKING Mega Roulette: Threshold=10 Delays={'docena_1': 0, 'docena_2': 1, 'docena_3': 4, 'columna_1': 1, 'columna_2': 5, 'columna_3': 0}
[2026-02-21 01:09:14] Mega Roulette Delays={'docena_1': 0, 'docena_2': 1, 'docena_3': 4, 'columna_1': 1, 'columna_2': 5, 'columna_3': 0} TH=10
[2026-02-21 01:09:15] CHECKING Brazilian Roulette: Threshold=10 Delays={'docena_1': 4, 'docena_2': 0, 'docena_3': 1, 'columna_1': 0, 'columna_2': 1, 'columna_3': 3}
[2026-02-21 01:09:15] Brazilian Roulette Delays={'docena_1': 4, 'docena_2': 0, 'docena_3': 1, 'columna_1': 0, 'columna_2': 1, 'columna_3': 3} TH=10
[2026-02-21 01:09:15] CHECKING Roulette 1: Threshold=10 Delays={'docena_1': 0, 'docena_2': 1, 'docena_3': 8, 'columna_1': 0, 'columna_2': 3, 'columna_3': 1}
[2026-02-21 01:09:15] Roulette 1 Delays={'docena_1': 0, 'docena_2': 1, 'docena_3': 8, 'columna_1': 0, 'columna_2': 3, 'columna_3': 1} TH=10
[2026-02-21 01:09:16] CHECKING Roulette 3: Threshold=10 Delays={'docena_1': 0, 'docena_2': 5, 'docena_3': 12, 'columna_1': 0, 'columna_2': 4, 'columna_3': 5}
   >>> SKIPPED docena_3 (Cooldown)
[2026-02-21 01:09:16] Roulette 3 Delays={'docena_1': 0, 'docena_2': 5, 'docena_3': 12, 'columna_1': 0, 'columna_2': 4, 'columna_3': 5} TH=10
[2026-02-21 01:09:17] CHECKING Roulette Macao: Threshold=10 Delays={'docena_1': 0, 'docena_2': 2, 'docena_3': 8, 'columna_1': 1, 'columna_2': 2, 'columna_3': 0}
[2026-02-21 01:09:17] Roulette Macao Delays={'docena_1': 0, 'docena_2': 2, 'docena_3': 8, 'columna_1': 1, 'columna_2': 2, 'columna_3': 0} TH=10
[2026-02-21 01:09:17] CHECKING Roulette 2 Extra Time: Threshold=10 Delays={'docena_1': 3, 'docena_2': 8, 'docena_3': 0, 'columna_1': 0, 'columna_2': 1, 'columna_3': 4}
[2026-02-21 01:09:17] Roulette 2 Extra Time Delays={'docena_1': 3, 'docena_2': 8, 'docena_3': 0, 'columna_1': 0, 'columna_2': 1, 'columna_3': 4} TH=10
[2026-02-21 01:09:18] CHECKING Brazilian Mega Roulette: Threshold=10 Delays={'docena_1': 0, 'docena_2': 1, 'docena_3': 6, 'columna_1': 9, 'columna_2': 3, 'columna_3': 0}
[2026-02-21 01:09:18] Brazilian Mega Roulette Delays={'docena_1': 0, 'docena_2': 1, 'docena_3': 6, 'columna_1': 9, 'columna_2': 3, 'columna_3': 0} TH=10
[2026-02-21 01:09:18] CHECKING Lucky 6 Roulette: Threshold=10 Delays={'docena_1': 1, 'docena_2': 3, 'docena_3': 0, 'columna_1': 1, 'columna_2': 5, 'columna_3': 0}
[2026-02-21 01:09:18] Lucky 6 Roulette Delays={'docena_1': 1, 'docena_2': 3, 'docena_3': 0, 'columna_1': 1, 'columna_2': 5, 'columna_3': 0} TH=10
[2026-02-21 01:09:19] CHECKING Auto Roulette: Threshold=10 Delays={'docena_1': 0, 'docena_2': 2, 'docena_3': 5, 'columna_1': 3, 'columna_2': 0, 'columna_3': 10}
   >>> SENT ALERT for columna_3 (Delay 10)
[2026-02-21 01:09:20] Auto Roulette Delays={'docena_1': 0, 'docena_2': 2, 'docena_3': 5, 'columna_1': 3, 'columna_2': 0, 'columna_3': 10} TH=10
[2026-02-21 01:09:25] CHECKING Roulette Macao: Threshold=10 Delays={'docena_1': 1, 'docena_2': 0, 'docena_3': 9, 'columna_1': 2, 'columna_2': 0, 'columna_3': 1}
[2026-02-21 01:09:25] Roulette Macao Delays={'docena_1': 1, 'docena_2': 0, 'docena_3': 9, 'columna_1': 2, 'columna_2': 0, 'columna_3': 1} TH=10
[2026-02-21 01:09:26] CHECKING Brazilian Mega Roulette: Threshold=10 Delays={'docena_1': 1, 'docena_2': 0, 'docena_3': 7, 'columna_1': 10, 'columna_2': 0, 'columna_3': 1}
   >>> SENT ALERT for columna_1 (Delay 10)
[2026-02-21 01:09:27] Brazilian Mega Roulette Delays={'docena_1': 1, 'docena_2': 0, 'docena_3': 7, 'columna_1': 10, 'columna_2': 0, 'columna_3': 1} TH=10
[2026-02-21 01:09:30] CHECKING Ruleta Latina: Threshold=10 Delays={'docena_1': 2, 'docena_2': 0, 'docena_3': 3, 'columna_1': 1, 'columna_2': 0, 'columna_3': 6}
[2026-02-21 01:09:30] Ruleta Latina Delays={'docena_1': 2, 'docena_2': 0, 'docena_3': 3, 'columna_1': 1, 'columna_2': 0, 'columna_3': 6} TH=10
[2026-02-21 01:09:31] CHECKING Brazilian Roulette: Threshold=10 Delays={'docena_1': 5, 'docena_2': 1, 'docena_3': 0, 'columna_1': 1, 'columna_2': 0, 'columna_3': 4}
[2026-02-21 01:09:31] Brazilian Roulette Delays={'docena_1': 5, 'docena_2': 1, 'docena_3': 0, 'columna_1': 1, 'columna_2': 0, 'columna_3': 4} TH=10
[2026-02-21 01:09:45] CHECKING Roulette 1: Threshold=10 Delays={'docena_1': 1, 'docena_2': 2, 'docena_3': 0, 'columna_1': 0, 'columna_2': 4, 'columna_3': 2}
[2026-02-21 01:09:45] Roulette 1 Delays={'docena_1': 1, 'docena_2': 2, 'docena_3': 0, 'columna_1': 0, 'columna_2': 4, 'columna_3': 2} TH=10
[2026-02-21 01:09:54] CHECKING Lucky 6 Roulette: Threshold=10 Delays={'docena_1': 2, 'docena_2': 4, 'docena_3': 1, 'columna_1': 2, 'columna_2': 6, 'columna_3': 1}
[2026-02-21 01:09:54] Lucky 6 Roulette Delays={'docena_1': 2, 'docena_2': 4, 'docena_3': 1, 'columna_1': 2, 'columna_2': 6, 'columna_3': 1} TH=10
[2026-02-21 01:09:55] CHECKING Auto Roulette: Threshold=10 Delays={'docena_1': 1, 'docena_2': 0, 'docena_3': 6, 'columna_1': 0, 'columna_2': 1, 'columna_3': 11}
   >>> SKIPPED columna_3 (Cooldown)
[2026-02-21 01:09:55] Auto Roulette Delays={'docena_1': 1, 'docena_2': 0, 'docena_3': 6, 'columna_1': 0, 'columna_2': 1, 'columna_3': 11} TH=10
[2026-02-21 01:09:57] CHECKING Mega Roulette: Threshold=10 Delays={'docena_1': 1, 'docena_2': 0, 'docena_3': 5, 'columna_1': 2, 'columna_2': 6, 'columna_3': 0}
[2026-02-21 01:09:57] Mega Roulette Delays={'docena_1': 1, 'docena_2': 0, 'docena_3': 5, 'columna_1': 2, 'columna_2': 6, 'columna_3': 0} TH=10
[2026-02-21 01:10:00] CHECKING Roulette 2 Extra Time: Threshold=10 Delays={'docena_1': 4, 'docena_2': 0, 'docena_3': 1, 'columna_1': 1, 'columna_2': 0, 'columna_3': 5}
[2026-02-21 01:10:00] Roulette 2 Extra Time Delays={'docena_1': 4, 'docena_2': 0, 'docena_3': 1, 'columna_1': 1, 'columna_2': 0, 'columna_3': 5} TH=10
[2026-02-21 01:10:05] CHECKING Roulette 3: Threshold=10 Delays={'docena_1': 1, 'docena_2': 6, 'docena_3': 0, 'columna_1': 1, 'columna_2': 5, 'columna_3': 0}
[2026-02-21 01:10:05] Roulette 3 Delays={'docena_1': 1, 'docena_2': 6, 'docena_3': 0, 'columna_1': 1, 'columna_2': 5, 'columna_3': 0} TH=10
[2026-02-21 01:10:06] CHECKING Roulette Macao: Threshold=10 Delays={'docena_1': 0, 'docena_2': 1, 'docena_3': 10, 'columna_1': 3, 'columna_2': 0, 'columna_3': 2}
   >>> SENT ALERT for docena_3 (Delay 10)
[2026-02-21 01:10:07] Roulette Macao Delays={'docena_1': 0, 'docena_2': 1, 'docena_3': 10, 'columna_1': 3, 'columna_2': 0, 'columna_3': 2} TH=10
[2026-02-21 01:10:08] CHECKING Brazilian Mega Roulette: Threshold=10 Delays={'docena_1': 0, 'docena_2': 1, 'docena_3': 8, 'columna_1': 11, 'columna_2': 0, 'columna_3': 2}
   >>> SKIPPED columna_1 (Cooldown)
[2026-02-21 01:10:08] Brazilian Mega Roulette Delays={'docena_1': 0, 'docena_2': 1, 'docena_3': 8, 'columna_1': 11, 'columna_2': 0, 'columna_3': 2} TH=10
[2026-02-21 01:10:11] CHECKING Ruleta Latina: Threshold=10 Delays={'docena_1': 3, 'docena_2': 0, 'docena_3': 4, 'columna_1': 2, 'columna_2': 1, 'columna_3': 0}
[2026-02-21 01:10:11] Ruleta Latina Delays={'docena_1': 3, 'docena_2': 0, 'docena_3': 4, 'columna_1': 2, 'columna_2': 1, 'columna_3': 0} TH=10
[2026-02-21 01:10:35] CHECKING Lucky 6 Roulette: Threshold=10 Delays={'docena_1': 3, 'docena_2': 5, 'docena_3': 0, 'columna_1': 3, 'columna_2': 0, 'columna_3': 2}
[2026-02-21 01:10:35] Lucky 6 Roulette Delays={'docena_1': 3, 'docena_2': 5, 'docena_3': 0, 'columna_1': 3, 'columna_2': 0, 'columna_3': 2} TH=10
[2026-02-21 01:10:36] CHECKING Auto Roulette: Threshold=10 Delays={'docena_1': 2, 'docena_2': 1, 'docena_3': 0, 'columna_1': 1, 'columna_2': 2, 'columna_3': 0}
[2026-02-21 01:10:36] Auto Roulette Delays={'docena_1': 2, 'docena_2': 1, 'docena_3': 0, 'columna_1': 1, 'columna_2': 2, 'columna_3': 0} TH=10
[2026-02-21 01:10:38] CHECKING Brazilian Roulette: Threshold=10 Delays={'docena_1': 0, 'docena_2': 2, 'docena_3': 1, 'columna_1': 2, 'columna_2': 1, 'columna_3': 0}
[2026-02-21 01:10:38] Brazilian Roulette Delays={'docena_1': 0, 'docena_2': 2, 'docena_3': 1, 'columna_1': 2, 'columna_2': 1, 'columna_3': 0} TH=10
[2026-02-21 01:10:39] CHECKING Roulette 1: Threshold=10 Delays={'docena_1': 0, 'docena_2': 3, 'docena_3': 1, 'columna_1': 1, 'columna_2': 5, 'columna_3': 0}
[2026-02-21 01:10:39] Roulette 1 Delays={'docena_1': 0, 'docena_2': 3, 'docena_3': 1, 'columna_1': 1, 'columna_2': 5, 'columna_3': 0} TH=10
[2026-02-21 01:10:40] CHECKING Roulette Macao: Threshold=10 Delays={'docena_1': 1, 'docena_2': 2, 'docena_3': 0, 'columna_1': 4, 'columna_2': 0, 'columna_3': 3}
[2026-02-21 01:10:40] Roulette Macao Delays={'docena_1': 1, 'docena_2': 2, 'docena_3': 0, 'columna_1': 4, 'columna_2': 0, 'columna_3': 3} TH=10
[2026-02-21 01:10:41] CHECKING Roulette 2 Extra Time: Threshold=10 Delays={'docena_1': 5, 'docena_2': 0, 'docena_3': 2, 'columna_1': 0, 'columna_2': 1, 'columna_3': 6}
[2026-02-21 01:10:41] Roulette 2 Extra Time Delays={'docena_1': 5, 'docena_2': 0, 'docena_3': 2, 'columna_1': 0, 'columna_2': 1, 'columna_3': 6} TH=10
[2026-02-21 01:10:41] CHECKING Brazilian Mega Roulette: Threshold=10 Delays={'docena_1': 1, 'docena_2': 0, 'docena_3': 9, 'columna_1': 0, 'columna_2': 1, 'columna_3': 3}
[2026-02-21 01:10:41] Brazilian Mega Roulette Delays={'docena_1': 1, 'docena_2': 0, 'docena_3': 9, 'columna_1': 0, 'columna_2': 1, 'columna_3': 3} TH=10
[2026-02-21 01:10:44] CHECKING Ruleta Latina: Threshold=10 Delays={'docena_1': 0, 'docena_2': 1, 'docena_3': 5, 'columna_1': 3, 'columna_2': 0, 'columna_3': 1}
[2026-02-21 01:10:44] Ruleta Latina Delays={'docena_1': 0, 'docena_2': 1, 'docena_3': 5, 'columna_1': 3, 'columna_2': 0, 'columna_3': 1} TH=10
[2026-02-21 01:10:45] CHECKING Mega Roulette: Threshold=10 Delays={'docena_1': 2, 'docena_2': 1, 'docena_3': 0, 'columna_1': 3, 'columna_2': 0, 'columna_3': 1}
[2026-02-21 01:10:45] Mega Roulette Delays={'docena_1': 2, 'docena_2': 1, 'docena_3': 0, 'columna_1': 3, 'columna_2': 0, 'columna_3': 1} TH=10
[2026-02-21 01:10:46] CHECKING Roulette 3: Threshold=10 Delays={'docena_1': 0, 'docena_2': 7, 'docena_3': 1, 'columna_1': 2, 'columna_2': 0, 'columna_3': 1}
[2026-02-21 01:10:46] Roulette 3 Delays={'docena_1': 0, 'docena_2': 7, 'docena_3': 1, 'columna_1': 2, 'columna_2': 0, 'columna_3': 1} TH=10
[2026-02-21 01:11:09] CHECKING Auto Roulette: Threshold=10 Delays={'docena_1': 3, 'docena_2': 2, 'docena_3': 0, 'columna_1': 0, 'columna_2': 3, 'columna_3': 1}
[2026-02-21 01:11:09] Auto Roulette Delays={'docena_1': 3, 'docena_2': 2, 'docena_3': 0, 'columna_1': 0, 'columna_2': 3, 'columna_3': 1} TH=10
[2026-02-21 01:12:02] CHECKING Ruleta Latina: Threshold=10 Delays={'docena_1': 1, 'docena_2': 0, 'docena_3': 7, 'columna_1': 5, 'columna_2': 0, 'columna_3': 1}
[2026-02-21 01:12:02] Ruleta Latina Delays={'docena_1': 1, 'docena_2': 0, 'docena_3': 7, 'columna_1': 5, 'columna_2': 0, 'columna_3': 1} TH=10
[2026-02-21 01:12:02] CHECKING Mega Roulette: Threshold=10 Delays={'docena_1': 0, 'docena_2': 2, 'docena_3': 1, 'columna_1': 0, 'columna_2': 1, 'columna_3': 2}
[2026-02-21 01:12:02] Mega Roulette Delays={'docena_1': 0, 'docena_2': 2, 'docena_3': 1, 'columna_1': 0, 'columna_2': 1, 'columna_3': 2} TH=10
[2026-02-21 01:12:03] CHECKING Brazilian Roulette: Threshold=10 Delays={'docena_1': 1, 'docena_2': 4, 'docena_3': 0, 'columna_1': 4, 'columna_2': 0, 'columna_3': 2}
[2026-02-21 01:12:03] Brazilian Roulette Delays={'docena_1': 1, 'docena_2': 4, 'docena_3': 0, 'columna_1': 4, 'columna_2': 0, 'columna_3': 2} TH=10
[2026-02-21 01:12:04] CHECKING Roulette 1: Threshold=10 Delays={'docena_1': 0, 'docena_2': 5, 'docena_3': 3, 'columna_1': 3, 'columna_2': 0, 'columna_3': 2}
[2026-02-21 01:12:04] Roulette 1 Delays={'docena_1': 0, 'docena_2': 5, 'docena_3': 3, 'columna_1': 3, 'columna_2': 0, 'columna_3': 2} TH=10
[2026-02-21 01:12:04] CHECKING Roulette 3: Threshold=10 Delays={'docena_1': 1, 'docena_2': 9, 'docena_3': 0, 'columna_1': 4, 'columna_2': 0, 'columna_3': 3}
[2026-02-21 01:12:04] Roulette 3 Delays={'docena_1': 1, 'docena_2': 9, 'docena_3': 0, 'columna_1': 4, 'columna_2': 0, 'columna_3': 3} TH=10
[2026-02-21 01:12:05] CHECKING Roulette Macao: Threshold=10 Delays={'docena_1': 3, 'docena_2': 4, 'docena_3': 0, 'columna_1': 1, 'columna_2': 0, 'columna_3': 5}
[2026-02-21 01:12:05] Roulette Macao Delays={'docena_1': 3, 'docena_2': 4, 'docena_3': 0, 'columna_1': 1, 'columna_2': 0, 'columna_3': 5} TH=10
[2026-02-21 01:12:05] CHECKING Roulette 2 Extra Time: Threshold=10 Delays={'docena_1': 7, 'docena_2': 1, 'docena_3': 4, 'columna_1': 2, 'columna_2': 1, 'columna_3': 8}
[2026-02-21 01:12:05] Roulette 2 Extra Time Delays={'docena_1': 7, 'docena_2': 1, 'docena_3': 4, 'columna_1': 2, 'columna_2': 1, 'columna_3': 8} TH=10
[2026-02-21 01:12:06] CHECKING Brazilian Mega Roulette: Threshold=10 Delays={'docena_1': 3, 'docena_2': 2, 'docena_3': 0, 'columna_1': 2, 'columna_2': 1, 'columna_3': 0}
[2026-02-21 01:12:06] Brazilian Mega Roulette Delays={'docena_1': 3, 'docena_2': 2, 'docena_3': 0, 'columna_1': 2, 'columna_2': 1, 'columna_3': 0} TH=10
[2026-02-21 01:12:07] CHECKING Lucky 6 Roulette: Threshold=10 Delays={'docena_1': 5, 'docena_2': 7, 'docena_3': 0, 'columna_1': 5, 'columna_2': 0, 'columna_3': 4}
[2026-02-21 01:12:07] Lucky 6 Roulette Delays={'docena_1': 5, 'docena_2': 7, 'docena_3': 0, 'columna_1': 5, 'columna_2': 0, 'columna_3': 4} TH=10
[2026-02-21 01:12:07] CHECKING Auto Roulette: Threshold=10 Delays={'docena_1': 4, 'docena_2': 0, 'docena_3': 1, 'columna_1': 1, 'columna_2': 4, 'columna_3': 0}
[2026-02-21 01:12:07] Auto Roulette Delays={'docena_1': 4, 'docena_2': 0, 'docena_3': 1, 'columna_1': 1, 'columna_2': 4, 'columna_3': 0} TH=10
[2026-02-21 01:12:09] CHECKING Mega Roulette: Threshold=10 Delays={'docena_1': 0, 'docena_2': 3, 'docena_3': 2, 'columna_1': 1, 'columna_2': 2, 'columna_3': 0}
[2026-02-21 01:12:09] Mega Roulette Delays={'docena_1': 0, 'docena_2': 3, 'docena_3': 2, 'columna_1': 1, 'columna_2': 2, 'columna_3': 0} TH=10
[2026-02-21 01:12:27] CHECKING Auto Roulette: Threshold=10 Delays={'docena_1': 5, 'docena_2': 0, 'docena_3': 2, 'columna_1': 2, 'columna_2': 5, 'columna_3': 0}
[2026-02-21 01:12:27] Auto Roulette Delays={'docena_1': 5, 'docena_2': 0, 'docena_3': 2, 'columna_1': 2, 'columna_2': 5, 'columna_3': 0} TH=10
[2026-02-21 01:12:35] CHECKING Ruleta Latina: Threshold=10 Delays={'docena_1': 0, 'docena_2': 1, 'docena_3': 8, 'columna_1': 6, 'columna_2': 1, 'columna_3': 0}
[2026-02-21 01:12:35] Ruleta Latina Delays={'docena_1': 0, 'docena_2': 1, 'docena_3': 8, 'columna_1': 6, 'columna_2': 1, 'columna_3': 0} TH=10
[2026-02-21 01:12:36] CHECKING Brazilian Roulette: Threshold=10 Delays={'docena_1': 2, 'docena_2': 5, 'docena_3': 0, 'columna_1': 5, 'columna_2': 0, 'columna_3': 3}
[2026-02-21 01:12:36] Brazilian Roulette Delays={'docena_1': 2, 'docena_2': 5, 'docena_3': 0, 'columna_1': 5, 'columna_2': 0, 'columna_3': 3} TH=10
[2026-02-21 01:12:37] CHECKING Roulette 1: Threshold=10 Delays={'docena_1': 1, 'docena_2': 0, 'docena_3': 4, 'columna_1': 0, 'columna_2': 1, 'columna_3': 3}
[2026-02-21 01:12:37] Roulette 1 Delays={'docena_1': 1, 'docena_2': 0, 'docena_3': 4, 'columna_1': 0, 'columna_2': 1, 'columna_3': 3} TH=10
[2026-02-21 01:12:38] CHECKING Roulette 2 Extra Time: Threshold=10 Delays={'docena_1': 8, 'docena_2': 0, 'docena_3': 5, 'columna_1': 3, 'columna_2': 0, 'columna_3': 9}
[2026-02-21 01:12:38] Roulette 2 Extra Time Delays={'docena_1': 8, 'docena_2': 0, 'docena_3': 5, 'columna_1': 3, 'columna_2': 0, 'columna_3': 9} TH=10
[2026-02-21 01:12:44] CHECKING Roulette Macao: Threshold=10 Delays={'docena_1': 4, 'docena_2': 0, 'docena_3': 1, 'columna_1': 0, 'columna_2': 1, 'columna_3': 6}
[2026-02-21 01:12:44] Roulette Macao Delays={'docena_1': 4, 'docena_2': 0, 'docena_3': 1, 'columna_1': 0, 'columna_2': 1, 'columna_3': 6} TH=10
[2026-02-21 01:12:45] CHECKING Brazilian Mega Roulette: Threshold=10 Delays={'docena_1': 4, 'docena_2': 3, 'docena_3': 1, 'columna_1': 3, 'columna_2': 2, 'columna_3': 1}
[2026-02-21 01:12:45] Brazilian Mega Roulette Delays={'docena_1': 4, 'docena_2': 3, 'docena_3': 1, 'columna_1': 3, 'columna_2': 2, 'columna_3': 1} TH=10
[2026-02-21 01:12:46] CHECKING Lucky 6 Roulette: Threshold=10 Delays={'docena_1': 0, 'docena_2': 8, 'docena_3': 1, 'columna_1': 0, 'columna_2': 1, 'columna_3': 5}
[2026-02-21 01:12:46] Lucky 6 Roulette Delays={'docena_1': 0, 'docena_2': 8, 'docena_3': 1, 'columna_1': 0, 'columna_2': 1, 'columna_3': 5} TH=10
[2026-02-21 01:12:50] CHECKING Roulette 3: Threshold=10 Delays={'docena_1': 2, 'docena_2': 10, 'docena_3': 0, 'columna_1': 5, 'columna_2': 0, 'columna_3': 4}
   >>> SENT ALERT for docena_2 (Delay 10)
[2026-02-21 01:12:52] Roulette 3 Delays={'docena_1': 2, 'docena_2': 10, 'docena_3': 0, 'columna_1': 5, 'columna_2': 0, 'columna_3': 4} TH=10
[2026-02-21 01:12:57] CHECKING Mega Roulette: Threshold=10 Delays={'docena_1': 1, 'docena_2': 0, 'docena_3': 3, 'columna_1': 0, 'columna_2': 3, 'columna_3': 1}
[2026-02-21 01:12:57] Mega Roulette Delays={'docena_1': 1, 'docena_2': 0, 'docena_3': 3, 'columna_1': 0, 'columna_2': 3, 'columna_3': 1} TH=10
[2026-02-21 01:13:08] CHECKING Auto Roulette: Threshold=10 Delays={'docena_1': 6, 'docena_2': 0, 'docena_3': 3, 'columna_1': 0, 'columna_2': 6, 'columna_3': 1}
[2026-02-21 01:13:08] Auto Roulette Delays={'docena_1': 6, 'docena_2': 0, 'docena_3': 3, 'columna_1': 0, 'columna_2': 6, 'columna_3': 1} TH=10
[2026-02-21 01:13:15] CHECKING Ruleta Latina: Threshold=10 Delays={'docena_1': 1, 'docena_2': 2, 'docena_3': 0, 'columna_1': 7, 'columna_2': 2, 'columna_3': 0}
[2026-02-21 01:13:15] Ruleta Latina Delays={'docena_1': 1, 'docena_2': 2, 'docena_3': 0, 'columna_1': 7, 'columna_2': 2, 'columna_3': 0} TH=10
[2026-02-21 01:13:17] CHECKING Brazilian Roulette: Threshold=10 Delays={'docena_1': 3, 'docena_2': 6, 'docena_3': 1, 'columna_1': 6, 'columna_2': 1, 'columna_3': 4}
[2026-02-21 01:13:17] Brazilian Roulette Delays={'docena_1': 3, 'docena_2': 6, 'docena_3': 1, 'columna_1': 6, 'columna_2': 1, 'columna_3': 4} TH=10
[2026-02-21 01:13:17] CHECKING Roulette 1: Threshold=10 Delays={'docena_1': 0, 'docena_2': 1, 'docena_3': 5, 'columna_1': 1, 'columna_2': 0, 'columna_3': 4}
[2026-02-21 01:13:17] Roulette 1 Delays={'docena_1': 0, 'docena_2': 1, 'docena_3': 5, 'columna_1': 1, 'columna_2': 0, 'columna_3': 4} TH=10
